ID_Commande,Canal_Marketing,CAC,Impressions,Clics
M-21650,TikTok Ads,20.34,144,7
M-21651,Meta (FB/IG),37.61,728,22
M-21652,Meta (FB/IG),36.97,958,22
M-21653,TikTok Ads,22.03,305,11
M-21654,Meta (FB/IG),37.98,974,21
M-21655,TikTok Ads,22.91,219,12
M-21656,Google Search,47.99,445,7
M-21657,Meta (FB/IG),34.6,629,17
M-21658,TikTok Ads,21.43,156,3
M-21659,Meta (FB/IG),37.31,583,8
M-21660,TikTok Ads,21.11,347,17
M-21661,Meta (FB/IG),33.04,383,7
M-21662,Google Search,49.1,743,8
M-21663,TikTok Ads,21.08,293,15
M-21664,TikTok Ads,20.48,857,29
M-21665,SEO/Direct,5.36,496,1
M-21666,Google Search,44.96,795,6
M-21667,Meta (FB/IG),33.81,494,11
M-21668,Google Search,48.49,319,4
M-21669,SEO/Direct,5.36,838,4
M-21670,Google Search,42.46,942,15
M-21671,Meta (FB/IG),38.33,900,12
M-21672,Meta (FB/IG),36.96,156,2
M-21673,TikTok Ads,23.99,964,21
M-21674,Meta (FB/IG),36.0,890,19
M-21675,Meta (FB/IG),38.2,462,13
M-21676,SEO/Direct,4.81,842,4
M-21677,TikTok Ads,23.14,739,31
M-21678,Meta (FB/IG),36.3,462,9
M-21679,TikTok Ads,20.45,790,37
M-21680,Google Search,48.89,131,2
M-21681,Google Search,42.7,823,6
M-21682,Google Search,40.58,623,5
M-21683,Google Search,42.06,297,5
M-21684,Meta (FB/IG),38.48,638,16
M-21685,Meta (FB/IG),35.65,473,12
M-21686,Google Search,47.56,518,8
M-21687,SEO/Direct,4.72,713,3
M-21688,TikTok Ads,21.35,709,47
M-21689,Meta (FB/IG),33.41,301,8
M-21690,Meta (FB/IG),34.51,678,23
M-21691,Meta (FB/IG),34.59,112,2
M-21692,SEO/Direct,4.83,354,1
M-21693,Google Search,46.53,192,2
M-21694,Meta (FB/IG),32.72,479,6
M-21695,Google Search,44.38,387,7
M-21696,TikTok Ads,22.51,524,12
M-21697,SEO/Direct,4.64,241,1
M-21698,Google Search,41.42,219,2
M-21699,TikTok Ads,20.19,262,17
M-21700,TikTok Ads,21.74,955,60
M-21701,TikTok Ads,22.09,792,51
M-21702,TikTok Ads,23.83,625,37
M-21703,Google Search,40.57,205,3
M-21704,SEO/Direct,5.45,521,3
M-21705,Google Search,44.96,395,8
M-21706,TikTok Ads,23.4,367,19
M-21707,Google Search,44.63,964,15
M-21708,SEO/Direct,4.74,779,3
M-21709,TikTok Ads,20.36,947,53
M-21710,SEO/Direct,5.25,942,3
M-21711,Google Search,46.07,534,8
M-21712,SEO/Direct,4.63,387,1
M-21713,TikTok Ads,21.08,826,23
M-21714,Google Search,42.02,801,16
M-21715,TikTok Ads,22.05,972,38
M-21716,TikTok Ads,23.07,586,27
M-21717,TikTok Ads,21.45,369,19
M-21718,Meta (FB/IG),32.24,456,13
M-21719,Google Search,46.82,501,3
M-21720,Google Search,41.9,546,6
M-21721,SEO/Direct,4.71,233,1
M-21722,Meta (FB/IG),36.41,225,5
M-21723,Google Search,47.84,555,5
M-21724,TikTok Ads,24.02,102,3
M-21725,SEO/Direct,4.77,268,1
M-21726,Google Search,43.18,577,10
M-21727,SEO/Direct,5.08,606,1
M-21728,Meta (FB/IG),32.39,449,6
M-21729,SEO/Direct,5.38,833,4
M-21730,Google Search,42.14,519,10
M-21731,Google Search,48.71,338,3
M-21732,SEO/Direct,5.28,265,1
M-21733,Google Search,48.19,631,9
M-21734,SEO/Direct,4.77,497,3
M-21735,Google Search,48.65,945,9
M-21736,Google Search,46.1,644,11
M-21737,Google Search,44.69,709,9
M-21738,TikTok Ads,22.41,713,42
M-21739,Meta (FB/IG),33.9,784,14
M-21740,Google Search,45.8,170,1
M-21741,SEO/Direct,4.54,890,5
M-21742,Meta (FB/IG),37.18,556,12
M-21743,SEO/Direct,4.88,356,0
M-21744,TikTok Ads,19.93,952,22
M-21745,TikTok Ads,20.09,932,43
M-21746,SEO/Direct,5.44,731,4
M-21747,SEO/Direct,5.4,880,5
M-21748,Meta (FB/IG),36.1,445,5
M-21749,Google Search,44.29,557,10
M-21750,Meta (FB/IG),34.64,404,10
M-21751,SEO/Direct,4.64,291,0
M-21752,Meta (FB/IG),35.74,465,15
M-21753,SEO/Direct,4.64,138,0
M-21754,Meta (FB/IG),38.11,207,6
M-21755,SEO/Direct,4.51,944,4
M-21756,Meta (FB/IG),32.97,144,3
M-21757,TikTok Ads,23.0,631,21
M-21758,TikTok Ads,21.42,645,32
M-21759,Google Search,47.99,656,5
M-21760,SEO/Direct,5.13,200,1
M-21761,TikTok Ads,23.48,317,13
M-21762,Meta (FB/IG),33.59,147,5
M-21763,SEO/Direct,4.97,693,5
M-21764,Meta (FB/IG),31.79,549,16
M-21765,Google Search,45.0,505,5
M-21766,TikTok Ads,22.39,444,24
M-21767,Meta (FB/IG),32.58,236,8
M-21768,Meta (FB/IG),32.58,729,26
M-21769,TikTok Ads,22.16,496,31
M-21770,Meta (FB/IG),37.84,716,16
M-21771,TikTok Ads,22.02,524,15
M-21772,TikTok Ads,22.22,727,47
M-21773,Google Search,46.16,647,7
M-21774,SEO/Direct,5.27,596,2
M-21775,SEO/Direct,5.04,639,3
M-21776,TikTok Ads,20.03,268,13
M-21777,Meta (FB/IG),36.83,549,19
M-21778,Google Search,48.59,771,6
M-21779,TikTok Ads,22.82,127,4
M-21780,TikTok Ads,20.91,301,12
M-21781,Google Search,46.28,777,7
M-21782,Meta (FB/IG),33.66,206,3
M-21783,Meta (FB/IG),33.89,481,16
M-21784,Meta (FB/IG),34.97,217,3
M-21785,SEO/Direct,4.65,855,4
M-21786,SEO/Direct,4.68,167,0
M-21787,Google Search,43.87,609,13
M-21788,Meta (FB/IG),33.76,715,23
M-21789,Google Search,46.71,669,11
M-21790,Google Search,48.52,221,4
M-21791,Meta (FB/IG),33.83,937,34
M-21792,SEO/Direct,4.54,163,0
M-21793,TikTok Ads,20.77,635,23
M-21794,TikTok Ads,22.64,878,38
M-21795,Google Search,44.89,680,7
M-21796,Meta (FB/IG),36.74,147,3
M-21797,Meta (FB/IG),32.86,492,9
M-21798,Meta (FB/IG),36.94,874,20
M-21799,Meta (FB/IG),34.77,497,14
M-21800,TikTok Ads,22.98,356,17
M-21801,Meta (FB/IG),35.43,572,9
M-21802,Meta (FB/IG),33.95,410,8
M-21803,SEO/Direct,4.88,163,0
M-21804,Google Search,45.13,662,9
M-21805,SEO/Direct,4.56,482,1
M-21806,Google Search,46.68,335,3
M-21807,TikTok Ads,19.96,474,21
M-21808,Meta (FB/IG),34.67,217,4
M-21809,TikTok Ads,21.21,784,18
M-21810,Google Search,48.32,685,14
M-21811,TikTok Ads,20.48,183,5
M-21812,TikTok Ads,21.65,251,6
M-21813,Google Search,44.05,488,9
M-21814,Meta (FB/IG),36.09,974,34
M-21815,TikTok Ads,19.83,548,14
M-21816,Google Search,42.73,273,4
M-21817,Meta (FB/IG),38.49,688,12
M-21818,SEO/Direct,4.66,403,2
M-21819,TikTok Ads,23.58,439,19
M-21820,Meta (FB/IG),36.77,637,9
M-21821,TikTok Ads,22.59,445,20
M-21822,SEO/Direct,5.35,511,3
M-21823,SEO/Direct,5.29,425,2
M-21824,TikTok Ads,21.28,630,39
M-21825,Meta (FB/IG),32.0,943,26
M-21826,Meta (FB/IG),35.9,730,18
M-21827,Meta (FB/IG),37.03,397,12
M-21828,SEO/Direct,4.6,699,3
M-21829,Google Search,47.49,876,18
M-21830,Meta (FB/IG),33.96,190,5
M-21831,Meta (FB/IG),32.98,812,18
M-21832,Google Search,41.5,801,13
M-21833,Google Search,42.68,837,9
M-21834,SEO/Direct,4.67,711,5
M-21835,TikTok Ads,20.42,757,43
M-21836,Google Search,46.85,537,7
M-21837,SEO/Direct,5.31,289,1
M-21838,Google Search,41.95,447,6
M-21839,TikTok Ads,22.11,910,41
M-21840,TikTok Ads,23.79,176,11
M-21841,Meta (FB/IG),38.29,353,11
M-21842,Google Search,43.11,143,2
M-21843,SEO/Direct,4.88,655,4
M-21844,TikTok Ads,21.29,837,38
M-21845,TikTok Ads,22.93,847,50
M-21846,Meta (FB/IG),36.17,316,5
M-21847,Meta (FB/IG),36.38,402,7
M-21848,TikTok Ads,20.8,709,27
M-21849,Meta (FB/IG),36.41,659,23
M-21850,Google Search,44.78,866,13
M-21851,TikTok Ads,21.36,612,34
M-21852,SEO/Direct,4.52,490,3
M-21853,Meta (FB/IG),37.95,942,15
M-21854,SEO/Direct,4.74,498,1
M-21855,TikTok Ads,23.75,155,8
M-21856,Google Search,47.82,357,4
M-21857,Google Search,46.9,852,17
M-21858,TikTok Ads,22.77,590,23
M-21859,SEO/Direct,4.9,208,1
M-21860,TikTok Ads,22.43,148,6
M-21861,Meta (FB/IG),34.11,261,5
M-21862,Google Search,46.23,526,6
M-21863,Google Search,46.09,990,10
M-21864,SEO/Direct,5.1,159,0
M-21865,SEO/Direct,4.97,660,3
M-21866,SEO/Direct,5.01,868,3
M-21867,Meta (FB/IG),33.16,421,14
M-21868,SEO/Direct,4.65,519,2
M-21869,Google Search,45.11,759,15
M-21870,SEO/Direct,4.97,927,6
M-21871,Google Search,48.69,962,20
M-21872,Google Search,41.88,185,3
M-21873,TikTok Ads,23.99,366,22
M-21874,Google Search,40.83,409,6
M-21875,SEO/Direct,4.68,587,3
M-21876,Google Search,49.32,216,4
M-21877,Meta (FB/IG),32.52,177,5
M-21878,TikTok Ads,20.81,698,44
M-21879,TikTok Ads,19.83,883,20
M-21880,Google Search,48.95,122,1
M-21881,SEO/Direct,4.66,760,4
M-21882,SEO/Direct,4.54,552,1
M-21883,Google Search,48.74,390,3
M-21884,Meta (FB/IG),33.92,139,4
M-21885,TikTok Ads,21.27,939,51
M-21886,SEO/Direct,4.94,749,5
M-21887,SEO/Direct,5.06,434,2
M-21888,SEO/Direct,4.69,964,2
M-21889,SEO/Direct,4.52,104,0
M-21890,SEO/Direct,5.06,809,3
M-21891,Google Search,48.33,673,5
M-21892,Google Search,44.58,846,9
M-21893,SEO/Direct,5.01,476,3
M-21894,TikTok Ads,24.19,515,12
M-21895,TikTok Ads,20.63,763,38
M-21896,Meta (FB/IG),31.67,865,16
M-21897,Google Search,46.44,681,14
M-21898,TikTok Ads,22.17,326,8
M-21899,Google Search,42.27,265,4
M-21900,Meta (FB/IG),37.94,923,15
M-21901,SEO/Direct,5.18,231,0
M-21902,TikTok Ads,23.21,674,41
M-21903,SEO/Direct,5.43,504,2
M-21904,Meta (FB/IG),34.07,362,12
M-21905,Meta (FB/IG),32.7,896,26
M-21906,Google Search,48.08,674,11
M-21907,Meta (FB/IG),32.54,781,9
M-21908,Google Search,41.99,501,8
M-21909,TikTok Ads,22.16,189,5
M-21910,Meta (FB/IG),36.26,280,7
M-21911,Google Search,43.61,329,3
M-21912,SEO/Direct,5.45,534,3
M-21913,Google Search,47.23,708,13
M-21914,Meta (FB/IG),38.27,327,11
M-21915,Meta (FB/IG),37.58,547,13
M-21916,Google Search,48.45,789,12
M-21917,SEO/Direct,4.64,614,3
M-21918,TikTok Ads,22.44,587,27
M-21919,Meta (FB/IG),33.02,820,27
M-21920,SEO/Direct,4.6,179,0
M-21921,Google Search,48.14,694,6
M-21922,TikTok Ads,20.66,206,6
M-21923,Meta (FB/IG),34.2,942,26
M-21924,SEO/Direct,5.38,239,1
M-21925,Google Search,44.34,407,4
M-21926,Meta (FB/IG),36.69,950,35
M-21927,Google Search,48.96,747,7
M-21928,TikTok Ads,21.13,632,27
M-21929,Google Search,41.8,896,12
M-21930,SEO/Direct,4.88,737,2
M-21931,SEO/Direct,5.47,864,2
M-21932,SEO/Direct,5.01,994,5
M-21933,TikTok Ads,21.85,793,18
M-21934,TikTok Ads,23.9,574,31
M-21935,SEO/Direct,5.13,316,1
M-21936,TikTok Ads,20.2,797,31
M-21937,TikTok Ads,21.85,104,6
M-21938,TikTok Ads,23.59,548,33
M-21939,SEO/Direct,5.26,745,4
M-21940,Meta (FB/IG),34.99,861,19
M-21941,Google Search,48.13,971,8
M-21942,Google Search,48.26,552,4
M-21943,Google Search,47.86,302,3
M-21944,TikTok Ads,22.7,973,27
M-21945,Google Search,44.03,620,8
M-21946,TikTok Ads,23.55,105,5
M-21947,TikTok Ads,24.2,898,31
M-21948,SEO/Direct,5.21,452,2
M-21949,Google Search,45.81,996,17
M-21950,SEO/Direct,5.2,795,5
M-21951,TikTok Ads,23.35,660,22
M-21952,Google Search,43.15,665,11
M-21953,SEO/Direct,5.4,346,1
M-21954,Meta (FB/IG),35.36,555,19
M-21955,TikTok Ads,20.57,750,17
M-21956,Google Search,47.35,470,6
M-21957,Google Search,42.69,969,21
M-21958,Google Search,48.62,396,7
M-21959,Meta (FB/IG),32.2,697,23
M-21960,TikTok Ads,20.08,889,41
M-21961,Meta (FB/IG),33.75,932,27
M-21962,TikTok Ads,23.97,173,8
M-21963,Google Search,41.24,764,14
M-21964,SEO/Direct,4.82,627,3
M-21965,Google Search,40.66,583,8
M-21966,Google Search,45.69,875,12
M-21967,TikTok Ads,21.16,866,38
M-21968,Google Search,47.85,438,3
M-21969,SEO/Direct,5.22,841,2
M-21970,TikTok Ads,22.3,243,10
M-21971,Google Search,43.27,122,0
M-21972,Google Search,41.47,442,7
M-21973,Google Search,44.64,311,3
M-21974,Google Search,41.66,291,3
M-21975,SEO/Direct,4.53,550,2
M-21976,SEO/Direct,5.3,457,3
M-21977,SEO/Direct,4.62,294,1
M-21978,Meta (FB/IG),34.44,417,15
M-21979,Google Search,47.51,373,4
M-21980,TikTok Ads,23.04,542,31
M-21981,TikTok Ads,22.3,258,10
M-21982,TikTok Ads,20.7,384,9
M-21983,TikTok Ads,20.72,705,27
M-21984,Meta (FB/IG),36.34,499,15
M-21985,Google Search,42.82,907,20
M-21986,Google Search,42.51,233,4
M-21987,TikTok Ads,20.93,493,13
M-21988,Meta (FB/IG),31.84,134,4
M-21989,TikTok Ads,23.69,796,47
M-21990,SEO/Direct,4.68,907,5
M-21991,SEO/Direct,4.99,111,0
M-21992,Meta (FB/IG),35.01,517,17
M-21993,TikTok Ads,23.3,906,25
M-21994,Google Search,49.22,399,6
M-21995,Meta (FB/IG),37.26,854,30
M-21996,TikTok Ads,21.86,522,16
M-21997,Meta (FB/IG),33.09,440,9
M-21998,Google Search,49.01,343,6
M-21999,SEO/Direct,4.61,306,1
M-22000,TikTok Ads,23.23,761,27
M-22001,TikTok Ads,21.08,910,54
M-22002,TikTok Ads,20.09,413,20
M-22003,TikTok Ads,21.92,513,19
M-22004,Meta (FB/IG),35.79,604,12
M-22005,TikTok Ads,21.02,433,17
M-22006,TikTok Ads,22.92,970,40
M-22007,TikTok Ads,21.25,597,20
M-22008,SEO/Direct,4.9,704,3
M-22009,SEO/Direct,5.28,873,6
M-22010,Google Search,41.82,920,18
M-22011,SEO/Direct,5.14,428,2
M-22012,Meta (FB/IG),34.99,130,4
M-22013,Google Search,48.29,969,8
M-22014,TikTok Ads,24.08,949,52
M-22015,Google Search,47.66,257,4
M-22016,TikTok Ads,20.7,543,20
M-22017,Google Search,44.14,397,4
M-22018,TikTok Ads,21.73,244,15
M-22019,Meta (FB/IG),35.17,114,3
M-22020,Meta (FB/IG),36.17,487,10
M-22021,TikTok Ads,21.92,849,30
M-22022,Meta (FB/IG),32.27,762,22
M-22023,TikTok Ads,22.83,904,28
M-22024,Google Search,41.7,289,3
M-22025,Google Search,43.97,329,6
M-22026,TikTok Ads,22.91,225,6
M-22027,Meta (FB/IG),37.73,364,4
M-22028,Meta (FB/IG),34.25,690,16
M-22029,TikTok Ads,21.59,321,7
M-22030,SEO/Direct,5.28,446,2
M-22031,TikTok Ads,22.29,571,27
M-22032,Meta (FB/IG),31.65,644,24
M-22033,Google Search,43.2,123,1
M-22034,Google Search,43.87,750,6
M-22035,Google Search,43.18,992,12
M-22036,Google Search,43.24,779,8
M-22037,Meta (FB/IG),32.24,667,19
M-22038,Meta (FB/IG),34.03,616,14
M-22039,SEO/Direct,5.0,428,1
M-22040,SEO/Direct,4.53,388,2
M-22041,Meta (FB/IG),33.85,373,8
M-22042,Google Search,45.73,844,15
M-22043,TikTok Ads,21.48,733,16
M-22044,TikTok Ads,20.06,176,10
M-22045,Meta (FB/IG),37.32,131,1
M-22046,Google Search,42.78,293,2
M-22047,Meta (FB/IG),33.95,485,17
M-22048,TikTok Ads,21.04,585,14
M-22049,TikTok Ads,21.58,995,50
M-22050,TikTok Ads,19.8,914,20
M-22051,Google Search,45.19,960,18
M-22052,SEO/Direct,4.78,454,2
M-22053,Google Search,42.58,587,9
M-22054,Meta (FB/IG),38.24,870,25
M-22055,Meta (FB/IG),33.25,594,17
M-22056,Meta (FB/IG),37.65,198,5
M-22057,SEO/Direct,5.35,539,3
M-22058,Meta (FB/IG),34.42,185,2
M-22059,Meta (FB/IG),34.81,814,20
M-22060,Google Search,47.01,342,2
M-22061,SEO/Direct,5.15,314,1
M-22062,Meta (FB/IG),35.74,881,24
M-22063,TikTok Ads,21.43,545,14
M-22064,Google Search,44.03,100,0
M-22065,TikTok Ads,21.28,363,14
M-22066,Google Search,44.97,943,9
M-22067,TikTok Ads,20.64,620,16
M-22068,Meta (FB/IG),36.35,316,8
M-22069,Meta (FB/IG),33.56,677,15
M-22070,Meta (FB/IG),33.52,179,5
M-22071,SEO/Direct,4.94,774,2
M-22072,TikTok Ads,22.89,954,28
M-22073,Meta (FB/IG),35.62,606,19
M-22074,Google Search,43.47,652,13
M-22075,SEO/Direct,5.44,298,1
M-22076,SEO/Direct,5.39,257,0
M-22077,Meta (FB/IG),33.27,940,18
M-22078,Google Search,47.28,936,17
M-22079,TikTok Ads,21.46,540,31
M-22080,Meta (FB/IG),38.19,391,6
M-22081,Google Search,48.16,457,6
M-22082,Meta (FB/IG),32.55,177,4
M-22083,TikTok Ads,20.98,705,34
M-22084,TikTok Ads,21.38,532,30
M-22085,Meta (FB/IG),36.92,207,5
M-22086,Google Search,43.7,182,3
M-22087,TikTok Ads,20.24,375,19
M-22088,Google Search,47.95,683,6
M-22089,Google Search,46.7,855,13
M-22090,SEO/Direct,5.0,756,4
M-22091,TikTok Ads,22.39,398,18
M-22092,Google Search,48.98,947,14
M-22093,Meta (FB/IG),32.32,376,10
M-22094,Google Search,42.55,862,7
M-22095,Google Search,45.31,322,3
M-22096,TikTok Ads,23.49,330,18
M-22097,Meta (FB/IG),32.14,521,15
M-22098,Meta (FB/IG),37.51,395,8
M-22099,SEO/Direct,4.65,898,3
M-22100,TikTok Ads,23.45,725,47
M-22101,Meta (FB/IG),32.31,743,18
M-22102,Google Search,45.83,554,7
M-22103,Google Search,45.1,890,13
M-22104,TikTok Ads,22.37,651,15
M-22105,Meta (FB/IG),32.94,849,12
M-22106,Meta (FB/IG),33.4,443,6
M-22107,SEO/Direct,5.17,519,3
M-22108,TikTok Ads,20.5,843,34
M-22109,SEO/Direct,4.65,565,3
M-22110,Google Search,46.49,737,16
M-22111,TikTok Ads,22.72,350,12
M-22112,SEO/Direct,5.18,841,2
M-22113,Google Search,42.0,516,4
M-22114,TikTok Ads,23.95,868,21
M-22115,TikTok Ads,22.11,867,47
M-22116,Google Search,41.57,389,3
M-22117,SEO/Direct,5.49,425,1
M-22118,TikTok Ads,20.22,830,34
M-22119,SEO/Direct,5.25,584,1
M-22120,TikTok Ads,22.72,716,41
M-22121,Google Search,44.15,145,1
M-22122,TikTok Ads,21.06,328,10
M-22123,Meta (FB/IG),32.97,213,7
M-22124,Meta (FB/IG),34.16,788,18
M-22125,SEO/Direct,4.88,295,1
M-22126,Meta (FB/IG),34.78,948,23
M-22127,SEO/Direct,5.04,836,5
M-22128,Meta (FB/IG),34.78,526,15
M-22129,Google Search,48.87,754,12
M-22130,TikTok Ads,20.58,154,6
M-22131,SEO/Direct,5.11,145,0
M-22132,TikTok Ads,23.64,765,44
M-22133,TikTok Ads,23.15,615,36
M-22134,Meta (FB/IG),31.87,628,10
M-22135,Meta (FB/IG),34.51,285,4
M-22136,TikTok Ads,21.9,328,16
M-22137,Meta (FB/IG),34.56,717,15
M-22138,SEO/Direct,4.58,487,2
M-22139,Meta (FB/IG),37.18,446,9
M-22140,Meta (FB/IG),31.93,582,16
M-22141,SEO/Direct,4.77,823,6
M-22142,Meta (FB/IG),34.16,195,5
M-22143,Google Search,43.6,953,17
M-22144,Google Search,44.21,662,5
M-22145,Meta (FB/IG),37.33,322,4
M-22146,Google Search,48.6,886,12
M-22147,TikTok Ads,23.63,791,36
M-22148,Google Search,41.64,529,7
M-22149,Google Search,42.13,813,17
M-22150,Meta (FB/IG),35.24,977,35
M-22151,Meta (FB/IG),34.53,492,18
M-22152,Meta (FB/IG),36.49,338,10
M-22153,Google Search,44.57,606,5
M-22154,SEO/Direct,4.72,444,2
M-22155,SEO/Direct,5.21,378,1
M-22156,Google Search,47.31,519,8
M-22157,TikTok Ads,21.57,719,38
M-22158,TikTok Ads,20.85,970,29
M-22159,SEO/Direct,5.33,294,1
M-22160,Google Search,45.4,964,20
M-22161,Meta (FB/IG),36.69,539,18
M-22162,Google Search,45.76,312,4
M-22163,SEO/Direct,5.37,406,2
M-22164,TikTok Ads,20.59,257,6
M-22165,Meta (FB/IG),34.02,838,19
M-22166,Google Search,49.02,514,6
M-22167,Meta (FB/IG),38.22,125,4
M-22168,TikTok Ads,22.98,182,7
M-22169,Google Search,42.32,282,4
M-22170,TikTok Ads,23.0,824,27
M-22171,SEO/Direct,4.9,590,2
M-22172,Google Search,40.53,408,6
M-22173,TikTok Ads,22.48,941,48
M-22174,TikTok Ads,21.14,211,10
M-22175,TikTok Ads,23.89,215,13
M-22176,Google Search,43.55,120,1
M-22177,Google Search,43.38,555,4
M-22178,Google Search,49.2,665,11
M-22179,Google Search,44.41,139,1
M-22180,SEO/Direct,4.69,191,0
M-22181,SEO/Direct,5.24,626,3
M-22182,SEO/Direct,4.64,492,2
M-22183,TikTok Ads,19.85,185,11
M-22184,Meta (FB/IG),32.89,653,20
M-22185,TikTok Ads,22.54,306,13
M-22186,Google Search,47.66,893,8
M-22187,SEO/Direct,5.29,545,2
M-22188,Meta (FB/IG),38.18,474,15
M-22189,SEO/Direct,5.08,979,7
M-22190,TikTok Ads,20.71,114,6
M-22191,Google Search,46.74,502,10
M-22192,TikTok Ads,22.91,197,12
M-22193,Google Search,46.42,990,21
M-22194,Meta (FB/IG),37.72,586,19
M-22195,Google Search,48.3,799,10
M-22196,SEO/Direct,4.54,941,5
M-22197,SEO/Direct,4.94,427,2
M-22198,SEO/Direct,4.77,139,0
M-22199,SEO/Direct,4.89,154,0
M-22200,TikTok Ads,23.92,109,4
M-22201,Meta (FB/IG),36.1,315,6
M-22202,Meta (FB/IG),34.61,302,6
M-22203,TikTok Ads,21.61,915,51
M-22204,SEO/Direct,4.94,717,4
M-22205,TikTok Ads,21.52,550,33
M-22206,Google Search,40.73,313,3
M-22207,Meta (FB/IG),38.14,371,6
M-22208,SEO/Direct,4.55,163,0
M-22209,SEO/Direct,5.39,981,5
M-22210,SEO/Direct,5.48,373,1
M-22211,Meta (FB/IG),37.84,866,14
M-22212,TikTok Ads,23.17,748,49
M-22213,Google Search,48.56,211,1
M-22214,SEO/Direct,4.86,677,1
M-22215,Google Search,42.55,577,7
M-22216,Meta (FB/IG),37.52,363,8
M-22217,Meta (FB/IG),32.15,851,21
M-22218,SEO/Direct,4.97,161,0
M-22219,SEO/Direct,5.01,264,1
M-22220,Google Search,48.2,648,5
M-22221,Meta (FB/IG),36.59,253,5
M-22222,Google Search,42.61,634,13
M-22223,TikTok Ads,22.93,919,29
M-22224,SEO/Direct,5.01,695,3
M-22225,Meta (FB/IG),37.77,517,9
M-22226,Google Search,44.0,818,8
M-22227,SEO/Direct,4.81,248,1
M-22228,SEO/Direct,5.36,670,2
M-22229,TikTok Ads,22.4,889,57
M-22230,SEO/Direct,5.16,497,1
M-22231,TikTok Ads,22.77,596,25
M-22232,Google Search,45.83,937,11
M-22233,Google Search,44.75,936,16
M-22234,SEO/Direct,4.78,676,3
M-22235,Meta (FB/IG),37.81,147,4
M-22236,Google Search,45.42,279,5
M-22237,Google Search,41.78,856,16
M-22238,Google Search,48.41,706,11
M-22239,SEO/Direct,4.64,623,3
M-22240,SEO/Direct,4.77,238,1
M-22241,TikTok Ads,23.37,843,39
M-22242,TikTok Ads,22.51,285,8
M-22243,TikTok Ads,21.4,691,41
M-22244,Google Search,40.78,492,8
M-22245,Google Search,41.15,607,10
M-22246,SEO/Direct,5.34,210,1
M-22247,Google Search,44.11,945,15
M-22248,TikTok Ads,23.3,562,31
M-22249,SEO/Direct,4.77,466,2
M-22250,Google Search,42.87,762,11
M-22251,Meta (FB/IG),33.75,378,9
M-22252,Google Search,44.25,684,13
M-22253,Google Search,45.81,181,1
M-22254,TikTok Ads,21.94,588,36
M-22255,SEO/Direct,4.6,131,0
M-22256,SEO/Direct,4.67,385,1
M-22257,Google Search,44.79,613,7
M-22258,SEO/Direct,5.47,631,2
M-22259,Google Search,46.34,425,7
M-22260,SEO/Direct,5.32,561,3
M-22261,SEO/Direct,5.38,694,3
M-22262,SEO/Direct,4.74,328,0
M-22263,Meta (FB/IG),31.75,475,8
M-22264,Meta (FB/IG),37.12,347,10
M-22265,SEO/Direct,5.08,571,1
M-22266,TikTok Ads,22.82,183,7
M-22267,SEO/Direct,5.47,689,5
M-22268,Meta (FB/IG),37.52,151,3
M-22269,Meta (FB/IG),33.42,607,15
M-22270,Google Search,41.85,757,6
M-22271,Google Search,44.59,115,1
M-22272,TikTok Ads,21.78,377,17
M-22273,SEO/Direct,4.98,279,1
M-22274,TikTok Ads,23.49,122,3
M-22275,TikTok Ads,20.66,492,26
M-22276,SEO/Direct,5.48,957,5
M-22277,Meta (FB/IG),32.11,237,8
M-22278,Google Search,44.35,194,1
M-22279,Meta (FB/IG),36.03,360,8
M-22280,Meta (FB/IG),35.56,383,8
M-22281,Google Search,45.57,264,5
M-22282,Google Search,48.36,829,6
M-22283,Google Search,45.58,925,9
M-22284,Meta (FB/IG),34.19,188,6
M-22285,SEO/Direct,4.91,748,2
M-22286,TikTok Ads,23.56,738,20
M-22287,Google Search,41.5,549,7
M-22288,SEO/Direct,5.27,289,1
M-22289,Meta (FB/IG),35.12,357,10
M-22290,SEO/Direct,4.63,900,6
M-22291,SEO/Direct,5.47,439,1
M-22292,TikTok Ads,21.75,778,24
M-22293,TikTok Ads,22.59,199,13
M-22294,Meta (FB/IG),31.75,451,13
M-22295,TikTok Ads,24.1,102,2
M-22296,Meta (FB/IG),37.8,662,18
M-22297,SEO/Direct,5.33,617,1
M-22298,SEO/Direct,4.53,591,3
M-22299,Google Search,44.4,989,10
M-22300,SEO/Direct,5.07,717,2
M-22301,Meta (FB/IG),34.68,298,6
M-22302,SEO/Direct,4.83,584,4
M-22303,TikTok Ads,21.34,160,8
M-22304,Meta (FB/IG),37.07,469,14
M-22305,Meta (FB/IG),38.02,160,3
M-22306,SEO/Direct,5.48,451,2
M-22307,TikTok Ads,20.13,168,4
M-22308,Google Search,44.85,822,15
M-22309,Google Search,45.66,871,13
M-22310,Google Search,41.6,836,14
M-22311,TikTok Ads,24.17,444,26
M-22312,TikTok Ads,22.06,663,19
M-22313,Google Search,46.12,698,10
M-22314,Google Search,45.2,408,7
M-22315,SEO/Direct,5.14,708,2
M-22316,Meta (FB/IG),33.44,369,13
M-22317,Meta (FB/IG),34.94,984,15
M-22318,Google Search,41.42,478,5
M-22319,TikTok Ads,20.55,978,44
M-22320,Google Search,42.01,688,10
M-22321,SEO/Direct,5.42,213,1
M-22322,Google Search,46.51,916,12
M-22323,Meta (FB/IG),34.28,381,5
M-22324,TikTok Ads,24.05,438,18
M-22325,Google Search,49.22,989,21
